Vardas                           Pavarde                         1nd  2nd  3nd  4nd  5nd egz.
Vardas8029                       Pavarde8029                      9    6    6    7    4    9    
Vardas8030                       Pavarde8030                      7    9    2    2    5    5    
Vardas8031                       Pavarde8031                      6    8    6    5    6    7    
Vardas8032                       Pavarde8032                      2    7    4    6    3    8    
Vardas8033                       Pavarde8033                      1    4    3    4    3    2    
Vardas8034                       Pavarde8034                      1    9    10   5    9    9    
Vardas8035                       Pavarde8035                      10   3    2    9    6    6    
Vardas8036                       Pavarde8036                      8    3    4    3    1    8    
Vardas8037                       Pavarde8037                      3    7    10   9    6    9    
Vardas8038                       Pavarde8038                      2    3    3    1    5    3    
Vardas8039                       Pavarde8039                      4    10   1    7    8    7    
Vardas8040                       Pavarde8040                      10   5    2    1    10   7    
Vardas8041                       Pavarde8041                      5    2    2    2    10   1    
Vardas8042                       Pavarde8042                      8    1    3    8    6    10   
Vardas8043                       Pavarde8043                      2    8    8    8    1    3    
Vardas8044                       Pavarde8044                      7    3    1    9    10   7    
Vardas8045                       Pavarde8045                      2    1    7    10   8    6    
Vardas8046                       Pavarde8046                      5    10   2    4    6    3    
Vardas8047                       Pavarde8047                      5    1    4    9    4    2    
Vardas8048                       Pavarde8048                      2    6    10   2    4    9    
Vardas8049                       Pavarde8049                      10   8    8    3    8    2    
Vardas8050                       Pavarde8050                      3    10   7    10   2    2    
Vardas8051                       Pavarde8051                      8    8    1    9    9    2    
Vardas8052                       Pavarde8052                      8    10   6    7    6    4    
Vardas8053                       Pavarde8053                      8    9    5    4    2    3    
Vardas8054                       Pavarde8054                      8    9    2    3    7    7    
Vardas8055                       Pavarde8055                      7    6    8    7    5    9    
Vardas8056                       Pavarde8056                      10   7    4    8    3    1    
Vardas8057                       Pavarde8057                      9    4    5    6    2    8    
Vardas8058                       Pavarde8058                      6    7    7    2    4    9    
Vardas8059                       Pavarde8059                      10   9    6    1    8    1    
Vardas8060                       Pavarde8060                      5    3    2    6    9    10   
Vardas8061                       Pavarde8061                      10   2    3    9    8    6    
Vardas8062                       Pavarde8062                      8    9    5    1    9    2    
Vardas8063                       Pavarde8063                      1    5    5    1    3    10   
Vardas8064                       Pavarde8064                      6    3    7    2    7    1    
Vardas8065                       Pavarde8065                      5    10   1    8    9    5    
Vardas8066                       Pavarde8066                      7    5    7    6    6    1    
Vardas8067                       Pavarde8067                      4    10   4    3    9    5    
Vardas8068                       Pavarde8068                      10   5    2    4    9    6    
Vardas8069                       Pavarde8069                      9    4    9    10   7    5    
Vardas8070                       Pavarde8070                      6    5    2    4    5    4    
Vardas8071                       Pavarde8071                      10   7    9    1    2    10   
Vardas8072                       Pavarde8072                      8    9    9    8    6    10   
Vardas8073                       Pavarde8073                      6    4    4    1    4    5    
Vardas8074                       Pavarde8074                      9    1    4    9    5    2    
Vardas8075                       Pavarde8075                      5    2    2    3    2    3    
Vardas8076                       Pavarde8076                      10   4    1    7    9    8    
Vardas8077                       Pavarde8077                      7    10   1    9    9    7    
Vardas8078                       Pavarde8078                      1    10   10   7    10   8    
Vardas8079                       Pavarde8079                      3    8    8    8    6    9    
Vardas8080                       Pavarde8080                      2    3    2    4    9    2    
Vardas8081                       Pavarde8081                      3    5    1    8    5    3    
Vardas8082                       Pavarde8082                      3    9    4    10   9    2    
Vardas8083                       Pavarde8083                      8    10   4    6    3    6    
Vardas8084                       Pavarde8084                      9    6    8    4    5    4    
Vardas8085                       Pavarde8085                      8    4    4    6    1    8    
Vardas8086                       Pavarde8086                      5    8    4    10   10   5    
Vardas8087                       Pavarde8087                      7    2    3    2    6    5    
Vardas8088                       Pavarde8088                      5    2    1    6    2    8    
Vardas8089                       Pavarde8089                      2    10   2    9    8    4    
Vardas8090                       Pavarde8090                      8    1    3    1    10   6    
Vardas8091                       Pavarde8091                      7    9    10   3    5    10   
Vardas8092                       Pavarde8092                      8    5    3    8    6    3    
Vardas8093                       Pavarde8093                      9    1    8    1    10   6    
Vardas8094                       Pavarde8094                      5    4    2    10   3    4    
Vardas8095                       Pavarde8095                      5    1    4    3    4    6    
Vardas8096                       Pavarde8096                      6    10   8    3    5    6    
Vardas8097                       Pavarde8097                      7    1    7    5    4    8    
Vardas8098                       Pavarde8098                      7    2    4    7    8    10   
Vardas8099                       Pavarde8099                      2    4    5    3    5    6    
Vardas8100                       Pavarde8100                      9    1    1    9    3    6    
Vardas8101                       Pavarde8101                      4    5    9    10   3    6    
Vardas8102                       Pavarde8102                      2    3    7    6    2    10   
Vardas8103                       Pavarde8103                      8    2    4    7    1    1    
Vardas8104                       Pavarde8104                      6    6    4    5    7    7    
Vardas8105                       Pavarde8105                      1    6    7    9    8    8    
Vardas8106                       Pavarde8106                      1    4    9    3    7    2    
Vardas8107                       Pavarde8107                      4    1    10   9    2    7    
Vardas8108                       Pavarde8108                      7    1    7    3    5    2    
Vardas8109                       Pavarde8109                      3    9    7    4    7    2    
Vardas8110                       Pavarde8110                      3    10   2    10   3    7    
Vardas8111                       Pavarde8111                      4    6    6    7    2    4    
Vardas8112                       Pavarde8112                      8    10   1    10   1    10   
Vardas8113                       Pavarde8113                      1    8    2    4    3    2    
Vardas8114                       Pavarde8114                      9    3    8    10   9    5    
Vardas8115                       Pavarde8115                      4    8    2    4    7    2    
Vardas8116                       Pavarde8116                      10   9    9    6    9    2    
Vardas8117                       Pavarde8117                      8    3    9    5    4    6    
Vardas8118                       Pavarde8118                      2    6    5    6    7    5    
Vardas8119                       Pavarde8119                      10   1    6    2    6    6    
Vardas8120                       Pavarde8120                      2    4    6    10   4    7    
Vardas8121                       Pavarde8121                      1    10   3    6    6    3    
Vardas8122                       Pavarde8122                      7    9    5    8    8    3    
Vardas8123                       Pavarde8123                      8    4    2    8    2    8    
Vardas8124                       Pavarde8124                      4    7    6    1    8    1    
Vardas8125                       Pavarde8125                      9    9    1    6    10   9    
Vardas8126                       Pavarde8126                      1    10   10   6    6    4    
Vardas8127                       Pavarde8127                      2    2    1    7    4    8    
Vardas8128                       Pavarde8128                      8    9    9    3    2    10   
Vardas8129                       Pavarde8129                      1    7    8    5    5    8    
Vardas8130                       Pavarde8130                      8    2    5    6    9    3    
Vardas8131                       Pavarde8131                      8    3    8    7    6    9    
Vardas8132                       Pavarde8132                      5    10   5    8    6    10   
Vardas8133                       Pavarde8133                      2    3    6    3    3    1    
Vardas8134                       Pavarde8134                      9    1    5    5    8    10   
Vardas8135                       Pavarde8135                      2    9    7    5    4    7    
Vardas8136                       Pavarde8136                      2    2    8    1    9    9    
Vardas8137                       Pavarde8137                      8    3    5    10   3    10   
Vardas8138                       Pavarde8138                      8    7    9    4    2    6    
Vardas8139                       Pavarde8139                      6    3    3    1    7    7    
Vardas8140                       Pavarde8140                      7    7    1    9    4    4    
Vardas8141                       Pavarde8141                      5    7    6    3    1    6    
Vardas8142                       Pavarde8142                      10   1    10   5    5    5    
Vardas8143                       Pavarde8143                      10   5    6    5    4    8    
Vardas8144                       Pavarde8144                      10   6    3    2    10   10   
Vardas8145                       Pavarde8145                      3    2    1    3    7    9    
Vardas8146                       Pavarde8146                      4    4    2    2    9    1    
Vardas8147                       Pavarde8147                      6    1    1    5    8    2    
Vardas8148                       Pavarde8148                      4    4    7    3    3    6    
Vardas8149                       Pavarde8149                      3    4    6    3    10   5    
Vardas8150                       Pavarde8150                      3    8    4    9    8    10   
Vardas8151                       Pavarde8151                      8    7    2    6    9    1    
Vardas8152                       Pavarde8152                      8    7    2    1    4    10   
Vardas8153                       Pavarde8153                      2    5    3    10   8    2    
Vardas8154                       Pavarde8154                      10   4    1    4    6    2    
Vardas8155                       Pavarde8155                      6    3    4    2    6    8    
Vardas8156                       Pavarde8156                      10   10   8    6    1    5    
Vardas8157                       Pavarde8157                      7    7    3    10   2    4    
Vardas8158                       Pavarde8158                      8    1    2    10   2    6    
Vardas8159                       Pavarde8159                      6    7    9    1    8    4    
Vardas8160                       Pavarde8160                      1    5    9    4    1    9    
Vardas8161                       Pavarde8161                      2    6    9    5    9    6    
Vardas8162                       Pavarde8162                      10   10   1    8    9    5    
Vardas8163                       Pavarde8163                      10   9    5    7    7    3    
Vardas8164                       Pavarde8164                      10   5    10   6    1    3    
Vardas8165                       Pavarde8165                      10   8    4    4    4    6    
Vardas8166                       Pavarde8166                      4    6    3    6    7    8    
Vardas8167                       Pavarde8167                      8    9    9    4    8    4    
Vardas8168                       Pavarde8168                      9    6    7    6    4    6    
Vardas8169                       Pavarde8169                      9    8    7    3    7    1    
Vardas8170                       Pavarde8170                      10   8    9    9    10   4    
Vardas8171                       Pavarde8171                      3    9    9    2    5    1    
Vardas8172                       Pavarde8172                      5    5    4    10   1    4    
Vardas8173                       Pavarde8173                      4    6    9    5    10   4    
Vardas8174                       Pavarde8174                      6    3    9    1    3    7    
Vardas8175                       Pavarde8175                      5    1    7    4    10   2    
Vardas8176                       Pavarde8176                      10   2    6    4    5    4    
Vardas8177                       Pavarde8177                      10   9    9    2    4    5    
Vardas8178                       Pavarde8178                      2    9    3    2    8    9    
Vardas8179                       Pavarde8179                      6    1    6    3    7    5    
Vardas8180                       Pavarde8180                      2    3    6    8    2    10   
Vardas8181                       Pavarde8181                      4    6    5    6    7    3    
Vardas8182                       Pavarde8182                      10   5    8    4    9    7    
Vardas8183                       Pavarde8183                      1    4    3    3    1    3    
Vardas8184                       Pavarde8184                      1    5    4    1    10   8    
Vardas8185                       Pavarde8185                      1    4    3    2    1    2    
Vardas8186                       Pavarde8186                      2    10   7    5    2    2    
Vardas8187                       Pavarde8187                      10   10   7    5    9    2    
Vardas8188                       Pavarde8188                      9    10   5    5    7    2    
Vardas8189                       Pavarde8189                      8    5    10   7    8    8    
Vardas8190                       Pavarde8190                      10   7    5    1    3    6    
Vardas8191                       Pavarde8191                      6    8    6    5    3    1    
Vardas8192                       Pavarde8192                      9    2    8    1    7    9    
Vardas8193                       Pavarde8193                      2    5    1    9    2    7    
Vardas8194                       Pavarde8194                      2    1    4    2    2    6    
Vardas8195                       Pavarde8195                      1    1    5    3    2    3    
Vardas8196                       Pavarde8196                      6    3    2    8    3    1    
Vardas8197                       Pavarde8197                      3    3    10   1    10   6    
Vardas8198                       Pavarde8198                      2    4    4    5    8    1    
Vardas8199                       Pavarde8199                      6    6    8    8    4    1    
Vardas8200                       Pavarde8200                      9    5    8    4    7    5    
Vardas8201                       Pavarde8201                      2    1    3    7    6    7    
Vardas8202                       Pavarde8202                      3    7    5    6    3    4    
Vardas8203                       Pavarde8203                      5    9    5    6    3    5    
Vardas8204                       Pavarde8204                      3    3    2    9    1    2    
Vardas8205                       Pavarde8205                      3    3    6    5    10   8    
Vardas8206                       Pavarde8206                      4    9    7    9    6    10   
Vardas8207                       Pavarde8207                      1    5    9    9    2    9    
Vardas8208                       Pavarde8208                      8    9    2    8    4    1    
Vardas8209                       Pavarde8209                      9    8    4    8    10   4    
Vardas8210                       Pavarde8210                      9    5    3    6    7    2    
Vardas8211                       Pavarde8211                      10   6    10   8    7    10   
Vardas8212                       Pavarde8212                      2    1    2    3    4    1    
Vardas8213                       Pavarde8213                      4    3    2    7    8    1    
Vardas8214                       Pavarde8214                      1    10   10   6    10   4    
Vardas8215                       Pavarde8215                      3    4    1    6    9    2    
Vardas8216                       Pavarde8216                      5    10   3    10   2    2    
Vardas8217                       Pavarde8217                      8    4    2    5    3    6    
Vardas8218                       Pavarde8218                      5    10   5    7    10   9    
Vardas8219                       Pavarde8219                      5    5    9    6    9    7    
Vardas8220                       Pavarde8220                      4    3    6    4    10   9    
Vardas8221                       Pavarde8221                      3    9    8    3    6    4    
Vardas8222                       Pavarde8222                      8    8    1    10   6    10   
Vardas8223                       Pavarde8223                      6    9    4    2    7    9    
Vardas8224                       Pavarde8224                      4    4    1    8    2    9    
Vardas8225                       Pavarde8225                      9    1    9    9    10   7    
Vardas8226                       Pavarde8226                      7    5    7    8    5    5    
Vardas8227                       Pavarde8227                      10   1    8    1    8    8    
Vardas8228                       Pavarde8228                      5    6    6    10   3    4    
Vardas8229                       Pavarde8229                      7    6    7    8    4    10   
Vardas8230                       Pavarde8230                      9    9    9    9    8    10   
Vardas8231                       Pavarde8231                      10   1    6    9    2    3    
Vardas8232                       Pavarde8232                      9    8    10   4    7    3    
Vardas8233                       Pavarde8233                      7    3    3    1    3    6    
Vardas8234                       Pavarde8234                      10   8    10   3    6    5    
Vardas8235                       Pavarde8235                      6    8    6    7    3    8    
Vardas8236                       Pavarde8236                      6    5    5    6    8    10   
Vardas8237                       Pavarde8237                      3    1    10   7    5    2    
Vardas8238                       Pavarde8238                      4    7    7    5    2    3    
Vardas8239                       Pavarde8239                      10   5    5    4    3    6    
Vardas8240                       Pavarde8240                      3    6    2    2    2    8    
Vardas8241                       Pavarde8241                      5    3    4    3    1    1    
Vardas8242                       Pavarde8242                      3    6    3    5    7    6    
Vardas8243                       Pavarde8243                      7    1    8    7    1    5    
Vardas8244                       Pavarde8244                      8    3    2    1    4    9    
Vardas8245                       Pavarde8245                      2    3    7    2    5    1    
Vardas8246                       Pavarde8246                      7    7    8    8    10   10   
Vardas8247                       Pavarde8247                      9    3    6    3    2    5    
Vardas8248                       Pavarde8248                      9    3    7    4    2    9    
Vardas8249                       Pavarde8249                      7    9    9    6    3    8    
Vardas8250                       Pavarde8250                      3    3    7    3    8    1    
Vardas8251                       Pavarde8251                      5    6    3    9    1    6    
Vardas8252                       Pavarde8252                      8    7    4    10   3    6    
Vardas8253                       Pavarde8253                      5    7    3    3    2    1    
Vardas8254                       Pavarde8254                      3    5    3    9    3    7    
Vardas8255                       Pavarde8255                      1    7    9    2    7    4    
Vardas8256                       Pavarde8256                      7    5    6    4    2    8    
Vardas8257                       Pavarde8257                      2    4    3    2    5    4    
Vardas8258                       Pavarde8258                      4    8    10   3    6    9    
Vardas8259                       Pavarde8259                      1    8    3    1    3    7    
Vardas8260                       Pavarde8260                      3    9    8    1    2    1    
Vardas8261                       Pavarde8261                      6    7    8    9    1    8    
Vardas8262                       Pavarde8262                      4    9    9    8    3    5    
Vardas8263                       Pavarde8263                      6    5    9    9    7    10   
Vardas8264                       Pavarde8264                      8    7    7    7    3    9    
Vardas8265                       Pavarde8265                      6    4    6    10   3    2    
Vardas8266                       Pavarde8266                      5    1    10   3    8    10   
Vardas8267                       Pavarde8267                      3    3    1    3    2    3    
Vardas8268                       Pavarde8268                      3    5    1    10   6    3    
Vardas8269                       Pavarde8269                      3    4    3    3    7    7    
Vardas8270                       Pavarde8270                      5    3    2    7    3    7    
Vardas8271                       Pavarde8271                      10   7    10   2    10   8    
Vardas8272                       Pavarde8272                      7    1    3    5    6    3    
Vardas8273                       Pavarde8273                      5    10   4    7    1    7    
Vardas8274                       Pavarde8274                      10   3    10   6    6    3    
Vardas8275                       Pavarde8275                      5    1    9    7    2    9    
Vardas8276                       Pavarde8276                      5    9    7    6    9    10   
Vardas8277                       Pavarde8277                      6    2    10   4    5    2    
Vardas8278                       Pavarde8278                      6    6    3    2    7    7    
Vardas8279                       Pavarde8279                      1    1    6    5    10   6    
Vardas8280                       Pavarde8280                      2    7    9    1    5    5    
Vardas8281                       Pavarde8281                      8    3    2    1    4    8    
Vardas8282                       Pavarde8282                      2    9    3    2    10   1    
Vardas8283                       Pavarde8283                      8    2    7    1    5    6    
Vardas8284                       Pavarde8284                      8    7    7    6    10   2    
Vardas8285                       Pavarde8285                      4    6    5    5    10   2    
Vardas8286                       Pavarde8286                      3    2    2    1    1    9    
Vardas8287                       Pavarde8287                      8    1    7    1    8    8    
Vardas8288                       Pavarde8288                      7    2    9    7    5    3    
Vardas8289                       Pavarde8289                      1    6    5    4    10   4    
Vardas8290                       Pavarde8290                      4    3    5    5    8    8    
Vardas8291                       Pavarde8291                      4    10   6    6    10   3    
Vardas8292                       Pavarde8292                      7    4    10   8    4    8    
Vardas8293                       Pavarde8293                      2    7    5    7    2    2    
Vardas8294                       Pavarde8294                      8    5    10   10   4    8    
Vardas8295                       Pavarde8295                      7    2    3    5    9    1    
Vardas8296                       Pavarde8296                      4    7    2    2    8    2    
Vardas8297                       Pavarde8297                      8    5    3    4    5    10   
Vardas8298                       Pavarde8298                      6    5    6    7    2    10   
Vardas8299                       Pavarde8299                      7    10   9    9    8    9    
Vardas8300                       Pavarde8300                      3    3    9    7    3    6    
Vardas8301                       Pavarde8301                      9    4    2    1    6    2    
Vardas8302                       Pavarde8302                      5    5    7    8    9    2    
Vardas8303                       Pavarde8303                      3    9    3    4    4    10   
Vardas8304                       Pavarde8304                      9    3    8    2    5    9    
Vardas8305                       Pavarde8305                      5    7    5    8    6    7    
Vardas8306                       Pavarde8306                      2    8    2    2    9    5    
Vardas8307                       Pavarde8307                      5    9    1    2    9    10   
Vardas8308                       Pavarde8308                      8    3    3    5    4    8    
Vardas8309                       Pavarde8309                      7    4    9    9    5    8    
Vardas8310                       Pavarde8310                      7    10   9    8    4    4    
Vardas8311                       Pavarde8311                      2    10   6    6    2    8    
Vardas8312                       Pavarde8312                      6    8    7    1    7    7    
Vardas8313                       Pavarde8313                      6    9    8    7    4    6    
Vardas8314                       Pavarde8314                      1    6    5    10   8    7    
Vardas8315                       Pavarde8315                      2    3    9    1    9    1    
Vardas8316                       Pavarde8316                      9    4    3    3    5    3    
Vardas8317                       Pavarde8317                      7    7    4    5    3    5    
Vardas8318                       Pavarde8318                      2    2    2    6    2    3    
Vardas8319                       Pavarde8319                      8    10   9    3    9    3    
Vardas8320                       Pavarde8320                      1    9    8    6    5    5    
Vardas8321                       Pavarde8321                      4    8    7    7    6    10   
Vardas8322                       Pavarde8322                      4    8    4    3    7    1    
Vardas8323                       Pavarde8323                      3    5    2    6    1    4    
Vardas8324                       Pavarde8324                      10   6    5    5    1    8    
Vardas8325                       Pavarde8325                      2    8    3    7    1    5    
Vardas8326                       Pavarde8326                      4    5    9    5    3    2    
Vardas8327                       Pavarde8327                      10   8    6    6    1    2    
Vardas8328                       Pavarde8328                      9    6    4    1    6    4    
Vardas8329                       Pavarde8329                      3    9    1    9    4    2    
Vardas8330                       Pavarde8330                      9    10   6    6    9    8    
Vardas8331                       Pavarde8331                      4    4    1    10   4    5    
Vardas8332                       Pavarde8332                      10   3    5    7    3    10   
Vardas8333                       Pavarde8333                      9    4    8    10   8    8    
Vardas8334                       Pavarde8334                      7    4    10   9    9    2    
Vardas8335                       Pavarde8335                      9    3    10   4    5    2    
Vardas8336                       Pavarde8336                      3    4    8    10   2    3    
Vardas8337                       Pavarde8337                      3    10   5    1    8    8    
Vardas8338                       Pavarde8338                      8    5    4    6    2    4    
Vardas8339                       Pavarde8339                      4    2    6    2    5    4    
Vardas8340                       Pavarde8340                      7    2    1    9    1    9    
Vardas8341                       Pavarde8341                      6    9    6    1    6    10   
Vardas8342                       Pavarde8342                      8    4    3    5    2    7    
Vardas8343                       Pavarde8343                      8    8    3    7    5    1    
Vardas8344                       Pavarde8344                      8    8    2    5    4    1    
Vardas8345                       Pavarde8345                      1    3    6    8    6    6    
Vardas8346                       Pavarde8346                      4    8    3    5    10   4    
Vardas8347                       Pavarde8347                      2    7    10   3    1    1    
Vardas8348                       Pavarde8348                      7    5    3    4    10   5    
Vardas8349                       Pavarde8349                      7    2    8    5    7    4    
Vardas8350                       Pavarde8350                      9    6    1    1    7    7    
Vardas8351                       Pavarde8351                      1    5    4    6    1    1    
Vardas8352                       Pavarde8352                      4    5    9    10   7    2    
Vardas8353                       Pavarde8353                      3    7    10   2    8    6    
Vardas8354                       Pavarde8354                      5    1    4    6    8    6    
Vardas8355                       Pavarde8355                      4    9    3    2    10   1    
Vardas8356                       Pavarde8356                      2    3    9    8    5    6    
Vardas8357                       Pavarde8357                      7    8    3    6    6    8    
Vardas8358                       Pavarde8358                      5    2    2    8    5    5    
Vardas8359                       Pavarde8359                      6    4    5    1    6    7    
Vardas8360                       Pavarde8360                      5    8    3    3    9    5    
Vardas8361                       Pavarde8361                      6    4    1    4    5    1    
Vardas8362                       Pavarde8362                      9    2    1    10   1    9    
Vardas8363                       Pavarde8363                      8    8    4    2    3    4    
Vardas8364                       Pavarde8364                      1    2    7    6    1    3    
Vardas8365                       Pavarde8365                      1    7    5    6    7    3    
Vardas8366                       Pavarde8366                      5    4    4    7    8    9    
Vardas8367                       Pavarde8367                      4    3    7    4    1    4    
Vardas8368                       Pavarde8368                      8    6    9    4    10   6    
Vardas8369                       Pavarde8369                      2    6    4    8    7    5    
Vardas8370                       Pavarde8370                      2    5    8    10   7    5    
Vardas8371                       Pavarde8371                      6    7    10   3    2    7    
Vardas8372                       Pavarde8372                      5    7    10   3    9    6    
Vardas8373                       Pavarde8373                      1    10   5    6    6    10   
Vardas8374                       Pavarde8374                      4    9    1    10   2    7    
Vardas8375                       Pavarde8375                      5    1    2    5    6    8    
Vardas8376                       Pavarde8376                      8    10   2    10   5    5    
Vardas8377                       Pavarde8377                      8    2    6    6    9    10   
Vardas8378                       Pavarde8378                      1    1    3    4    3    1    
Vardas8379                       Pavarde8379                      8    1    2    8    2    6    
Vardas8380                       Pavarde8380                      10   10   7    4    1    5    
Vardas8381                       Pavarde8381                      10   10   1    1    10   8    
Vardas8382                       Pavarde8382                      7    5    8    7    3    4    
Vardas8383                       Pavarde8383                      3    4    5    8    8    6    
Vardas8384                       Pavarde8384                      4    3    10   9    4    4    
Vardas8385                       Pavarde8385                      1    3    5    9    2    2    
Vardas8386                       Pavarde8386                      10   6    6    1    6    8    
Vardas8387                       Pavarde8387                      10   8    8    9    9    6    
Vardas8388                       Pavarde8388                      5    4    6    6    3    4    
Vardas8389                       Pavarde8389                      6    7    8    10   5    2    
Vardas8390                       Pavarde8390                      10   9    4    6    8    9    
Vardas8391                       Pavarde8391                      5    5    3    8    10   8    
Vardas8392                       Pavarde8392                      6    4    7    6    8    6    
Vardas8393                       Pavarde8393                      3    10   2    10   5    1    
Vardas8394                       Pavarde8394                      3    4    1    1    6    6    
Vardas8395                       Pavarde8395                      3    9    5    5    9    4    
Vardas8396                       Pavarde8396                      9    8    8    5    3    7    
Vardas8397                       Pavarde8397                      9    4    7    1    2    10   
Vardas8398                       Pavarde8398                      2    8    6    9    7    5    
Vardas8399                       Pavarde8399                      4    4    1    1    2    5    
Vardas8400                       Pavarde8400                      7    7    10   10   9    4    
Vardas8401                       Pavarde8401                      10   9    7    2    1    7    
Vardas8402                       Pavarde8402                      1    3    1    8    3    4    
Vardas8403                       Pavarde8403                      9    2    8    2    4    10   
Vardas8404                       Pavarde8404                      5    4    7    2    9    4    
Vardas8405                       Pavarde8405                      10   3    9    3    7    4    
Vardas8406                       Pavarde8406                      6    10   3    5    6    6    
Vardas8407                       Pavarde8407                      7    3    8    8    9    7    
Vardas8408                       Pavarde8408                      3    5    2    10   8    10   
Vardas8409                       Pavarde8409                      4    3    10   10   6    9    
Vardas8410                       Pavarde8410                      9    7    6    2    7    9    
Vardas8411                       Pavarde8411                      6    4    5    7    10   7    
Vardas8412                       Pavarde8412                      5    6    3    9    3    2    
Vardas8413                       Pavarde8413                      5    1    3    10   5    3    
Vardas8414                       Pavarde8414                      10   9    8    1    3    6    
Vardas8415                       Pavarde8415                      9    10   4    2    3    10   
Vardas8416                       Pavarde8416                      4    8    8    1    5    8    
Vardas8417                       Pavarde8417                      10   6    5    2    1    6    
Vardas8418                       Pavarde8418                      3    8    1    2    5    10   
Vardas8419                       Pavarde8419                      10   9    2    4    7    4    
Vardas8420                       Pavarde8420                      1    5    10   10   3    4    
Vardas8421                       Pavarde8421                      6    10   8    2    8    3    
Vardas8422                       Pavarde8422                      5    8    5    2    4    8    
Vardas8423                       Pavarde8423                      2    5    9    1    3    1    
Vardas8424                       Pavarde8424                      5    4    9    7    8    1    
Vardas8425                       Pavarde8425                      8    9    4    2    4    5    
Vardas8426                       Pavarde8426                      4    6    5    8    6    4    
Vardas8427                       Pavarde8427                      6    10   5    9    5    4    
Vardas8428                       Pavarde8428                      4    6    4    9    3    2    
Vardas8429                       Pavarde8429                      5    8    1    10   1    6    
Vardas8430                       Pavarde8430                      3    2    8    9    2    7    
Vardas8431                       Pavarde8431                      10   4    2    1    3    1    
Vardas8432                       Pavarde8432                      7    8    3    3    8    1    
Vardas8433                       Pavarde8433                      2    4    6    8    1    7    
Vardas8434                       Pavarde8434                      10   9    3    5    6    1    
Vardas8435                       Pavarde8435                      10   5    5    6    3    4    
Vardas8436                       Pavarde8436                      1    4    4    1    9    7    
Vardas8437                       Pavarde8437                      4    9    10   5    4    8    
Vardas8438                       Pavarde8438                      2    9    10   10   9    6    
Vardas8439                       Pavarde8439                      2    7    6    2    1    6    
Vardas8440                       Pavarde8440                      4    9    7    4    3    1    
Vardas8441                       Pavarde8441                      1    3    9    1    6    6    
Vardas8442                       Pavarde8442                      10   9    3    6    8    4    
Vardas8443                       Pavarde8443                      6    10   5    9    9    4    
Vardas8444                       Pavarde8444                      3    6    3    1    8    5    
Vardas8445                       Pavarde8445                      1    2    3    9    10   3    
Vardas8446                       Pavarde8446                      10   8    9    6    7    2    
Vardas8447                       Pavarde8447                      4    7    6    2    3    2    
Vardas8448                       Pavarde8448                      4    1    6    2    6    4    
Vardas8449                       Pavarde8449                      6    3    2    5    7    2    
Vardas8450                       Pavarde8450                      2    7    5    6    1    10   
Vardas8451                       Pavarde8451                      5    7    4    3    7    6    
Vardas8452                       Pavarde8452                      5    2    10   8    7    10   
Vardas8453                       Pavarde8453                      2    10   2    7    1    9    
Vardas8454                       Pavarde8454                      3    1    4    3    2    7    
Vardas8455                       Pavarde8455                      7    9    5    6    2    3    
Vardas8456                       Pavarde8456                      6    5    4    9    2    9    
Vardas8457                       Pavarde8457                      10   3    2    4    10   9    
Vardas8458                       Pavarde8458                      7    5    10   4    6    4    
Vardas8459                       Pavarde8459                      7    3    8    2    4    10   
Vardas8460                       Pavarde8460                      5    10   10   2    7    10   
Vardas8461                       Pavarde8461                      10   7    9    9    10   4    
Vardas8462                       Pavarde8462                      10   1    10   9    10   6    
Vardas8463                       Pavarde8463                      9    5    7    5    8    1    
Vardas8464                       Pavarde8464                      4    2    4    1    2    1    
Vardas8465                       Pavarde8465                      5    9    8    7    3    7    
Vardas8466                       Pavarde8466                      1    3    9    7    5    3    
Vardas8467                       Pavarde8467                      7    10   3    8    6    6    
Vardas8468                       Pavarde8468                      4    8    9    5    4    5    
Vardas8469                       Pavarde8469                      3    6    6    3    2    7    
Vardas8470                       Pavarde8470                      1    10   7    6    9    2    
Vardas8471                       Pavarde8471                      8    6    7    4    5    6    
Vardas8472                       Pavarde8472                      8    8    8    2    8    4    
Vardas8473                       Pavarde8473                      2    7    4    7    1    6    
Vardas8474                       Pavarde8474                      9    1    8    3    7    7    
Vardas8475                       Pavarde8475                      4    8    1    10   1    8    
Vardas8476                       Pavarde8476                      8    6    4    6    9    9    
Vardas8477                       Pavarde8477                      2    9    6    3    6    4    
Vardas8478                       Pavarde8478                      9    6    2    8    2    7    
Vardas8479                       Pavarde8479                      6    10   1    6    9    7    
Vardas8480                       Pavarde8480                      8    4    6    1    3    10   
Vardas8481                       Pavarde8481                      1    3    6    2    10   8    
Vardas8482                       Pavarde8482                      2    9    4    7    9    3    
Vardas8483                       Pavarde8483                      7    7    2    8    9    8    
Vardas8484                       Pavarde8484                      1    7    8    6    4    5    
Vardas8485                       Pavarde8485                      6    7    10   7    3    10   
Vardas8486                       Pavarde8486                      3    2    4    6    9    3    
Vardas8487                       Pavarde8487                      3    5    10   6    10   4    
Vardas8488                       Pavarde8488                      3    10   9    1    4    6    
Vardas8489                       Pavarde8489                      6    4    10   1    1    7    
Vardas8490                       Pavarde8490                      1    5    5    8    4    1    
Vardas8491                       Pavarde8491                      3    8    5    2    2    6    
Vardas8492                       Pavarde8492                      2    8    8    5    3    8    
